"rowName"	"T1"	"T2"	"T3"	"T4"	"T5"	"T6"	"T7"	"T8"	"T9"	"T10"
"Intercept"	-2.89134507556408	-2.8968878938285	-2.87948332921662	-2.88757720417792	-2.89384331036177	-2.87815054748885	-2.87566158171781	-2.89182537250996	-2.88213856200165	-2.88814265106949
"region12_17-V1"	0.271399136723180	0.267200714484473	0.267751960109799	0.273182069496602	0.264378173615214	0.266971109207376	0.249840048112754	0.270216849234187	0.263150725580851	0.260367228888472
"SiteAcc-V2"	0.00838197335240557	-0.00582085255342238	-0.0145793743187290	-0.00575675555037582	0.00248685055746626	0.00779652312224855	0.00915298821895059	-0.00833843860789636	-0.0103086999506552	0.0255341058847153
"UpsAcc_10nt-V3"	0.230414988446269	0.231162198706356	0.237468250815907	0.221617466898598	0.239934526715762	0.216498934635799	0.225147608780585	0.220640685786686	0.234934496987046	0.225100073848758
"UpAU_30nt-V4"	1.80599559606315	1.79108129122752	1.79907764078948	1.79458526253056	1.78886210472713	1.80438448468997	1.79036807660928	1.80433147430338	1.79520914989160	1.79824215302845
"DwsAcc_30nt-V5"	0.0502373928152147	0.0786401151449187	0.0474066892360416	0.0742741300457539	0.049490777229049	0.0558950485907016	0.0672660906589316	0.0743199417143853	0.0573734568160727	0.0664239957086063
"DwAU_30nt-V6"	2.83835715510365	2.85917428934924	2.83708753918362	2.83554821130568	2.86742326239683	2.83056694472144	2.85307915983320	2.84352237991772	2.84639674047245	2.84080508175004
"Gtotal-V7"	-0.0492501837700018	-0.0497509974887042	-0.0498524325005448	-0.0497694250653275	-0.0491699470650486	-0.0495550498001598	-0.0495317944781969	-0.0495962787207095	-0.0495195990163119	-0.0493562149898301
"Gnucl-V8"	-0.00881906652002109	-0.00926324596050764	-0.0099586628456901	-0.0100869081953274	-0.0099685126786825	-0.0092533753141188	-0.0095249775737995	-0.00911606145431371	-0.0104338841557702	-0.00784945624465317
"SiteBegin-V9"	-0.549493164953227	-0.552215127628413	-0.547973950900956	-0.550910790228014	-0.551847531267568	-0.552139554684762	-0.554812785976983	-0.551389509934363	-0.551371589438674	-0.549546685863319
"Intercept"	-5.62592646537619	-5.73882397037169	-5.71563355234136	-5.66380282401368	-5.68162493635486	-5.59406318124458	-5.72584628715907	-5.66004403634592	-5.6842385264681	-5.66394385269619
"region12_17-V1"	0.925130868485123	0.972043831062887	0.983704857127367	0.95045363534089	0.946233354032691	0.872076473867073	0.960179383193932	0.955150283594983	0.985899288527907	0.93667032051219
"SiteAcc-V2"	2.22135680758579	2.15239082116610	2.12196285093090	2.12916122912697	2.17747058443151	2.06286700643841	2.43000898344692	2.17237631038073	2.19115201532906	2.08469715223121
"UpsAcc_10nt-V3"	1.43663801368674	1.55918611915479	1.4843487499334	1.64982946133002	1.54205708221922	1.53161609464461	1.47081838101266	1.49835634032821	1.45606350961737	1.42629968624585
"UpAU_30nt-V4"	3.02340236306575	3.14575592647326	3.16977748097413	3.02574933503375	3.10012465331976	3.11305824704781	3.23977717199186	3.01872345206391	3.04341592529009	3.14454619672281
"DwsAcc_30nt-V5"	2.83890239782518	2.95449309903569	3.06948532848522	2.98676829665542	2.82779456033471	2.90971148399783	2.83303841793361	2.92303609210768	3.11216323885262	2.82860169038776
"DwAU_30nt-V6"	6.7743489470021	6.77898569577458	6.75903927497723	6.65956281879003	6.81632091814128	6.66198046126414	6.76807082400711	6.77014019141305	6.68172920504252	6.8431535068169
"Gtotal-V7"	0.0203627944463913	0.0225559052933408	0.0189185810889527	0.0216934035926612	0.0204164620822207	0.0198906160990609	0.0216318382672292	0.0231304627467022	0.0211271969343956	0.0204586925407939
"Gnucl-V8"	0.0773598434568867	0.07543794758746	0.0836716853053717	0.0726621330272351	0.0881198383896035	0.0698376387364458	0.0967676693734438	0.0711760874783587	0.0772526130629193	0.0779629971806398
"SiteBegin-V9"	-1.30526132465008	-1.21900068885105	-1.30535586820802	-1.28508097781872	-1.26209327296280	-1.31450980297194	-1.28201421476433	-1.30750500889856	-1.29060408801290	-1.24582853256630
"V1*V2"	-0.939894210803306	-0.914108360510022	-0.950860068068802	-0.878753687329144	-1.06750856308335	-0.913241648528153	-1.03878895958820	-0.970716177453198	-1.01412544823151	-0.932169657975335
"V1*V3"	-0.225377613379331	-0.279150564021695	-0.179889216522253	-0.298739290365573	-0.279824515208123	-0.243042686198164	-0.187924037710242	-0.245844403431659	-0.180471417902778	-0.211015941324794
"V2*V3"	-0.597478695054867	-0.683577932474972	-0.578418601575073	-0.696145078161742	-0.540783162690786	-0.581789921169942	-0.66057410315644	-0.658092896921612	-0.708192548025879	-0.555237271453957
"V1*V4"	0.00840482347831964	0.00486450988192271	0.00481816379958711	0.043525715524757	0.0293693666346171	0.034656311795463	-0.0364939651732616	0.00641148835529084	-0.0469045158782733	-0.000166552309170727
"V2*V4"	-0.432739107005665	-0.257536640887744	-0.518921631211779	-0.404254429290594	-0.444491690658859	-0.399802354217579	-0.645401804520945	-0.456821955003432	-0.360015167936263	-0.465705739134144
"V3*V4"	-0.450392599554646	-0.660800837093414	-0.564570195403767	-0.706694432355234	-0.60235997705137	-0.566806003683234	-0.570382592539107	-0.490772335648044	-0.539619831834434	-0.550938334437705
"V1*V5"	-0.212210010317175	-0.267122640277835	-0.369560411621473	-0.306799851384949	-0.0925284879631058	-0.236890487761796	-0.141723884655863	-0.272306953745319	-0.330745189353338	-0.216108815222977
