"rowName"	"T1"	"T2"	"T3"	"T4"	"T5"	"T6"	"T7"	"T8"	"T9"	"T10"
"Intercept"	-3.05388547786187	-2.9660826109044	-2.88807451488222	-2.78506985225376	-2.75974995550763	-2.81560947041653	-2.90246929553931	-2.7816788658424	-2.66908767788206	-2.9260004655507
"Seed_kind-V1"	0.468004345254039	0.478889856438036	0.484304322033917	0.462032882001716	0.484877545982184	0.472188642627513	0.485900861433674	0.48229352292165	0.472846508145496	0.460090513735227
"region12_17-V2"	0.528439830979647	0.383896324998427	0.313833098688009	0.244820253440755	0.205444086553819	0.206943526856412	0.299513197983097	0.164729329831044	0.148187266365303	0.322503280887692
"SiteAcc-V3"	0.207523577309268	0.148454452059708	0.0510415561976519	0.118954952757531	0.201884777205818	0.234557233847896	0.306648050647948	0.193254523873447	-4.11411104176496e-05	0.124111583755431
"SeedAcc-V4"	-0.176556224828632	-0.168615585661298	-0.092450831373412	-0.13837531333281	-0.225579324788653	-0.195249879379098	-0.224184715146584	-0.120954017776239	-0.16102174333275	-0.151647037552447
"DwsAcc_10nt-V5"	0.289319239825099	0.301827260303824	0.304913699562832	0.280657511255954	0.266418219578818	0.349930922643958	0.30535040462006	0.341704448890247	0.305849937642952	0.288434807935683
"UpsAcc_15nt-V6"	0.22454338314799	0.234713087058398	0.240616002871002	0.181500379576107	0.247410472331271	0.21205658044007	0.170234959740156	0.223068651648927	0.218173269069895	0.291997479726881
"UpAU_30nt-V7"	1.05051981695234	1.04922584204604	0.947366869508524	0.987126299798592	0.959802477916067	0.979226789920566	1.05933743977929	1.03187809033404	0.9401078575681	0.982503137505957
"DwAU_30nt-V8"	1.54840527098359	1.58182669230838	1.68154476855591	1.68390302400118	1.59073495647858	1.56079668508433	1.58180307832715	1.55056016854499	1.60465730221539	1.62679711797107
"Gtotal-V9"	-0.0541374844608528	-0.0533822836049036	-0.0557771100519832	-0.0558198644303786	-0.0534699362964381	-0.0533008600452573	-0.0536226621153283	-0.0546474712989299	-0.05574036831609	-0.0538374942381881
"Gnucl-V10"	0.0142908437601366	0.0173364983762542	0.0220775766205853	0.0183322979821999	0.0128286356602155	0.0110833751011986	0.0174293862549108	0.0223538578339865	0.00752179342545412	0.00933863372608805
"SiteBegin-V11"	-0.481864236333164	-0.430542036793293	-0.455797688643938	-0.48021566558588	-0.429010754204905	-0.39713808233003	-0.482560507884573	-0.444582207871442	-0.428214135622357	-0.41266281060341
"site_conser-V12"	0.473478665959438	0.528734565069955	0.488924740762074	0.458751942619287	0.493403312069185	0.466964672405809	0.503129973769263	0.505071873246105	0.472306279086195	0.438982381616373
"seed_conser-V13"	0.439455047270283	0.406530143190504	0.463657770556547	0.445942063994063	0.435026171131519	0.488388011661208	0.460823855893409	0.459456459865489	0.48257691581603	0.50076094286588
"Intercept"	-8.03661647281052	-7.8976777619066	-7.92663928100693	-8.57081210533258	-9.31863939621809	-8.26145583971045	-8.01661122045068	-7.74320782408487	-7.51058982740336	-8.9410635925521
"Seed_kind-V1"	0.814675184839696	0.707591244823316	0.819320335090982	0.887645761859548	0.756452588662485	1.05399948580494	0.981145744890743	0.657259255957139	0.717987222629127	0.750032586478972
"region12_17-V2"	3.04012138076961	3.38022267800983	3.43364592724955	4.24045385107509	5.40172451398213	3.60349744957032	3.73407292909562	3.30024823262387	2.69000288637306	4.59611298231366
"SiteAcc-V3"	5.37758980804473	5.7516680344057	4.23785567750575	4.570364007101	5.43653058320302	5.28987894785275	3.00871056543398	4.59608081567559	3.43669306993496	5.72132139049706
"SeedAcc-V4"	-1.27196516361019	-1.78950230607812	-0.896406228580924	-0.96585064898297	-0.791720582296994	-0.92963292231567	-1.69582509651044	-0.793115867077307	-0.9413150603604	-0.818791360235225
"DwsAcc_10nt-V5"	2.19970444305722	3.46486340751806	3.38267023558827	2.32162857464906	2.97658651675015	2.73438741618822	3.02963301310659	2.94787726140318	2.68037634697765	2.61985122186232
"UpsAcc_15nt-V6"	1.26771074751975	0.407330402808634	0.0388619838050215	0.470651701014905	2.26200686597646	1.8973266183017	0.749172164959378	1.26079454793956	1.36867369941867	1.4836268398315
"UpAU_30nt-V7"	4.7294327521162	3.37900070423555	4.52197134787805	4.11365960584233	3.77405382883003	2.80222111219434	4.23557188309621	3.78678579889642	4.98781571774897	4.51074849889548
"DwAU_30nt-V8"	8.09452179426092	8.27512863577131	8.27813371102093	9.92050375035152	9.25078707535366	9.7543561606726	8.29115148312436	8.39413828276803	8.36609161964382	8.95105238475357
"Gtotal-V9"	0.13143671546244	0.154039546012204	0.150124852962531	0.149350997898618	0.151974033828092	0.166177180410301	0.142499854696431	0.155180245326554	0.158446749664323	0.159485302687987
"Gnucl-V10"	0.165987492817112	0.158949089205163	0.164170174901622	0.173851396148602	0.238885602496981	0.213106649725241	0.0690806654276013	0.229826108449728	0.149499558655379	0.176129233580108
"SiteBegin-V11"	-2.16507097470426	-1.99621136638704	-2.35843271377926	-1.91824283396625	-2.33534022299407	-2.47952481008644	-1.84642087198959	-2.07666953139166	-2.15886161055261	-2.48368006183231
"site_conser-V12"	2.14001805722627	1.43531226090551	2.40506952566084	0.87487660842138	2.22874087575348	1.70252974907732	0.836554199453646	0.83064354614917	2.27629718844936	1.64280528860924
"seed_conser-V13"	-0.582356714033264	0.470983809867707	-0.651016320290059	0.220786714012798	-0.667570832991682	-0.503892661260283	0.878362867541592	0.530973928006302	-0.985094428567235	-0.452241125397428
