[  -28.90,  -27.54) 0.371   -28.90
[  -27.54,  -26.18) 0.310   -27.50
[  -26.18,  -24.82) 0.141   -26.10
[  -24.82,  -23.46) 0.104   -24.80
[  -23.46,  -22.10) 0.044   -23.40
[  -22.10,  -20.74) 0.020   -21.90
[  -20.74,  -19.38) 0.007   -20.50
[  -19.38,  -18.02) 0.002   -19.30
[  -18.02,  -16.66) 0.000     0.00
[  -16.66,  -15.30] 0.001   -15.30
